1,1,1.2244424,1.2355549333333333,5.520669325201202e-06
1,2,1.9344130666666668,1.9464962666666668,6.039701443302722e-06
1,3,2.5643154666666668,2.576934666666667,6.371173622570216e-06
1,4,3.323109066666667,3.3354445333333334,6.177081826628672e-06
1,5,4.0339704,4.046366133333334,6.192309272625882e-06
1,6,4.7444733333333335,4.756879733333333,6.221175307432922e-06
1,7,5.361648266666667,5.374014666666667,6.170148894204633e-06
1,8,5.914725066666667,5.927101066666667,6.191507649581306e-06
1,9,6.631010933333333,6.643390133333334,6.223714175715154e-06
1,10,7.41122,7.4236168000000005,6.230783893749396e-06
1,11,8.114788533333334,8.127255733333334,6.284707423716814e-06
1,12,8.821784266666667,8.8344824,6.356570614580184e-06
1,13,9.6494936,9.661856266666668,6.196871734663315e-06
1,14,10.347134133333334,10.359448266666666,6.19700631062665e-06
1,15,11.070071200000001,11.0823496,6.202320879891254e-06
1,16,11.851442933333333,11.863835466666666,6.197006306785002e-06
1,17,12.549992266666667,12.562271733333334,6.171495076286395e-06
1,18,13.207120266666667,13.219382133333333,6.160311980771643e-06
1,19,13.852812533333333,13.865164,6.175610436391319e-06
1,20,14.715272266666666,14.727761333333333,6.199362890347142e-06
