timestamp,gpio0,gpio1,gpio2,gpio3
0.0035960000000000002,True,True,True,True
0.0035960000000000002,False,False,True,True
1.2496013333333333,False,False,True,True
1.2496013333333333,False,True,True,True
1.2598424000000001,False,True,True,True
1.2598424000000001,False,False,True,True
1.9492338666666669,False,False,True,True
1.9492338666666669,False,True,True,True
1.9604424,False,True,True,True
1.9604424,False,False,True,True
2.6501917333333336,False,False,True,True
2.6501917333333336,False,True,True,True
2.6616429333333333,False,True,True,True
2.6616429333333333,False,False,True,True
3.6153560000000002,False,False,True,True
3.6153560000000002,False,True,True,True
3.626817866666667,False,True,True,True
3.626817866666667,False,False,True,True
4.264011466666667,False,False,True,True
4.264011466666667,False,True,True,True
4.275532533333333,False,True,True,True
4.275532533333333,False,False,True,True
5.057865866666667,False,False,True,True
5.057865866666667,False,True,True,True
5.069399733333333,False,True,True,True
5.069399733333333,False,False,True,True
5.749085066666667,False,False,True,True
5.749085066666667,False,True,True,True
5.760577333333334,False,True,True,True
5.760577333333334,False,False,True,True
6.4536328,False,False,True,True
6.4536328,False,True,True,True
6.465138933333334,False,True,True,True
6.465138933333334,False,False,True,True
7.097706933333334,False,False,True,True
7.097706933333334,False,True,True,True
7.109210933333333,False,True,True,True
7.109210933333333,False,False,True,True
7.8307405333333335,False,False,True,True
7.8307405333333335,False,True,True,True
7.842264800000001,False,True,True,True
7.842264800000001,False,False,True,True
8.471701066666666,False,False,True,True
8.471701066666666,False,True,True,True
8.483295733333334,False,True,True,True
8.483295733333334,False,False,True,True
9.094951733333334,False,False,True,True
9.094951733333334,False,True,True,True
9.106484533333333,False,True,True,True
9.106484533333333,False,False,True,True
9.881108533333334,False,False,True,True
9.881108533333334,False,True,True,True
9.892596533333334,False,True,True,True
9.892596533333334,False,False,True,True
10.577601866666667,False,False,True,True
10.577601866666667,False,True,True,True
10.5890456,False,True,True,True
10.5890456,False,False,True,True
11.2977112,False,False,True,True
11.2977112,False,True,True,True
11.309090933333334,False,True,True,True
11.309090933333334,False,False,True,True
11.927006666666667,False,False,True,True
11.927006666666667,False,True,True,True
11.938532,False,True,True,True
11.938532,False,False,True,True
12.5616808,False,False,True,True
12.5616808,False,True,True,True
12.573091466666668,False,True,True,True
12.573091466666668,False,False,True,True
13.236009866666667,False,False,True,True
13.236009866666667,False,True,True,True
13.247402933333333,False,True,True,True
13.247402933333333,False,False,True,True
13.831281333333333,False,False,True,True
13.831281333333333,False,True,True,True
13.842757066666667,False,True,True,True
13.842757066666667,False,False,True,True
14.705840266666668,False,False,True,True
14.705840266666668,False,True,True,True
14.717454666666667,False,True,True,True
14.717454666666667,False,False,True,True
