timestamp,gpio0,gpio1,gpio2,gpio3
0.005575733333333334,True,True,True,True
0.005575733333333334,False,False,True,True
1.2472616,False,False,True,True
1.2472616,False,True,True,True
1.2574984,False,True,True,True
1.2574984,False,False,True,True
1.8660845333333334,False,False,True,True
1.8660845333333334,False,True,True,True
1.8772925333333335,False,True,True,True
1.8772925333333335,False,False,True,True
2.4844269333333333,False,False,True,True
2.4844269333333333,False,True,True,True
2.495877066666667,False,True,True,True
2.495877066666667,False,False,True,True
3.381344266666667,False,False,True,True
3.381344266666667,False,True,True,True
3.3928008000000003,False,True,True,True
3.3928008000000003,False,False,True,True
4.009383733333333,False,False,True,True
4.009383733333333,False,True,True,True
4.020900533333333,False,True,True,True
4.020900533333333,False,False,True,True
4.8226056,False,False,True,True
4.8226056,False,True,True,True
4.8341373333333335,False,True,True,True
4.8341373333333335,False,False,True,True
5.454457333333334,False,False,True,True
5.454457333333334,False,True,True,True
5.465944266666667,False,True,True,True
5.465944266666667,False,False,True,True
6.2148312,False,False,True,True
6.2148312,False,True,True,True
6.226329866666667,False,True,True,True
6.226329866666667,False,False,True,True
6.980277066666667,False,False,True,True
6.980277066666667,False,True,True,True
6.991778933333333,False,True,True,True
6.991778933333333,False,False,True,True
7.808085066666667,False,False,True,True
7.808085066666667,False,True,True,True
7.819609866666667,False,True,True,True
7.819609866666667,False,False,True,True
8.307811466666667,False,False,True,True
8.307811466666667,False,True,True,True
8.319402933333334,False,True,True,True
8.319402933333334,False,False,True,True
9.022294133333334,False,False,True,True
9.022294133333334,False,True,True,True
9.033822666666667,False,True,True,True
9.033822666666667,False,False,True,True
9.593142666666667,False,False,True,True
9.593142666666667,False,True,True,True
9.604628,False,True,True,True
9.604628,False,False,True,True
10.165993333333333,False,False,True,True
10.165993333333333,False,True,True,True
10.177433866666666,False,True,True,True
10.177433866666666,False,False,True,True
10.950473866666666,False,False,True,True
10.950473866666666,False,True,True,True
10.961849333333333,False,True,True,True
10.961849333333333,False,False,True,True
11.639254666666666,False,False,True,True
11.639254666666666,False,True,True,True
11.650773066666668,False,True,True,True
11.650773066666668,False,False,True,True
12.322578933333334,False,False,True,True
12.322578933333334,False,True,True,True
12.333984266666667,False,True,True,True
12.333984266666667,False,False,True,True
13.070444533333333,False,False,True,True
